SNP,freq_alt,MAF,n_missing,pct_missing
X.9.1218,0.957558,0.042442,47,5.18
X1.162,0.856354,0.143646,2,0.22
X.9.1219,0.553512,0.446488,10,1.1
X.9.1220,0.983616,0.016384,22,2.43
X.9.1221,0.959276,0.040724,23,2.54
X.9.1222,0.998346,0.001654,0,0.0
X.9.1223,0.873264,0.126736,43,4.74
X.9.1224,0.946785,0.053215,5,0.55
X2.528,0.998343,0.001657,2,0.22
X.9.1225,0.803233,0.196767,10,1.1
X.9.1226,0.986711,0.013289,4,0.44
X.9.1227,0.998893,0.001107,4,0.44
X.9.1228,0.999437,0.000563,19,2.09
X2.529,0.826163,0.173837,47,5.18
X.9.1229,0.953437,0.046563,5,0.55
X.9.1230,0.943396,0.056604,6,0.66
X2.530,0.719689,0.280311,8,0.88
X.9.1231,0.999448,0.000552,1,0.11
X.9.1232,0.962306,0.037694,5,0.55
X1.163,0.965845,0.034155,14,1.54
X.9.1233,0.97254,0.02746,470,51.82
X.9.1234,0.755011,0.244989,9,0.99
X2.531,0.999448,0.000552,2,0.22
X.9.1235,0.947894,0.052106,5,0.55
X.9.1236,0.579911,0.420089,6,0.66
X.9.1237,0.542175,0.457825,6,0.66
X.9.1238,0.548998,0.451002,9,0.99
X.9.1239,0.781988,0.218012,102,11.25
X.9.1240,0.930786,0.069214,4,0.44
X2.532,0.987208,0.012792,8,0.88
X1.164,0.688312,0.311688,60,6.62
X.9.1241,0.979753,0.020247,18,1.98
X2.533,0.981481,0.018519,16,1.76
X2.534,0.998893,0.001107,4,0.44
X.9.1242,0.628763,0.371237,10,1.1
X.9.1243,0.974501,0.025499,5,0.55
X.9.1244,0.843507,0.156493,6,0.66
X.9.1245,0.955732,0.044268,26,2.87
X2.535,0.954292,0.045708,10,1.1
X1.165,0.612795,0.387205,16,1.76
X2.536,0.999447,0.000553,3,0.33
X.9.1246,0.895857,0.104143,14,1.54
X1.166,0.88242,0.11758,31,3.42
X2.537,0.945243,0.054757,3,0.33
X.9.1247,0.966224,0.033776,4,0.44
X.9.1248,0.987847,0.012153,43,4.74
X2.538,0.943883,0.056117,16,1.76
X.9.1249,0.58557,0.41443,13,1.43
X.9.1250,0.710317,0.289683,25,2.76
X.9.1251,0.862272,0.137728,141,15.55
X.9.1252,0.986002,0.013998,14,1.54
X.9.1253,0.997773,0.002227,9,0.99
X2.539,0.998861,0.001139,29,3.2
X2.540,0.920819,0.079181,4,0.44
X.9.1254,0.641858,0.358142,121,13.34
X0.21,0.511706,0.488294,10,1.1
X.9.1255,0.882743,0.117257,3,0.33
X.9.1256,0.819244,0.180756,8,0.88
X.9.1257,0.806452,0.193548,8,0.88
X.9.1258,0.891353,0.108647,5,0.55
X2.541,0.996681,0.003319,3,0.33
X.9.1259,0.999444,0.000556,7,0.77
X2.542,0.82,0.18,7,0.77
X.9.1260,0.964641,0.035359,2,0.22
X0.22,0.573184,0.426816,12,1.32
X2.543,0.999425,0.000575,38,4.19
X.9.1261,0.98396,0.01604,3,0.33
X.9.1262,0.791572,0.208428,29,3.2
X2.544,0.934372,0.065628,8,0.88
X.9.1263,0.987279,0.012721,3,0.33
X.9.1264,0.827746,0.172254,42,4.63
X.9.1265,0.718535,0.281465,33,3.64
X.9.1266,0.942478,0.057522,3,0.33
X.9.1267,0.813914,0.186086,23,2.54
X.9.1268,0.908638,0.091362,4,0.44
X2.545,0.968368,0.031632,6,0.66
X.9.1269,0.737893,0.262107,81,8.93
X.9.1270,0.816925,0.183075,3,0.33
X.9.1271,0.500723,0.499277,215,23.7
X1.167,0.501126,0.498874,19,2.09
X.9.1272,0.88058,0.11942,11,1.21
X.9.1273,0.989444,0.010556,7,0.77
X.9.1274,0.764706,0.235294,6,0.66
X.9.1275,0.728333,0.271667,7,0.77
X.9.1276,0.978318,0.021682,146,16.1
X.9.1277,0.805269,0.194731,34,3.75
X1.168,0.596452,0.403548,5,0.55
X1.169,0.678971,0.321029,13,1.43
X.9.1278,0.87156,0.12844,35,3.86
X.9.1279,0.890798,0.109202,5,0.55
X2.546,0.601717,0.398283,150,16.54
X.9.1280,0.546286,0.453714,32,3.53
X2.547,0.866857,0.133143,32,3.53
X.9.1281,0.565928,0.434072,50,5.51
X1.170,0.655152,0.344848,82,9.04
X.9.1282,0.552571,0.447429,32,3.53
X.9.1283,0.781808,0.218192,11,1.21
X.9.1284,0.894826,0.105174,18,1.98
X.9.1285,0.862356,0.137644,126,13.89
X.9.1286,0.747486,0.252514,12,1.32
X.9.1287,0.956679,0.043321,76,8.38
X.9.1288,0.601893,0.398107,9,0.99
X1.171,0.784193,0.215807,15,1.65
X.9.1289,0.893591,0.106409,80,8.82
X2.548,0.90566,0.09434,6,0.66
X1.172,0.509581,0.490419,72,7.94
X.9.1290,0.665924,0.334076,9,0.99
X.9.1291,0.656069,0.343931,42,4.63
X2.549,0.94629,0.05371,4,0.44
X.9.1292,0.999429,0.000571,31,3.42
X1.173,0.678295,0.321705,4,0.44
X.9.1293,0.626007,0.373993,38,4.19
X.9.1294,0.981195,0.018805,3,0.33
X.9.1295,0.999403,0.000597,69,7.61
X2.550,0.782511,0.217489,15,1.65
X2.551,0.983444,0.016556,1,0.11
X1.174,0.911406,0.088594,4,0.44
X.9.1296,0.900112,0.099888,11,1.21
X.9.1297,0.999448,0.000552,2,0.22
X1.175,0.61758,0.38242,31,3.42
X2.552,0.837091,0.162909,20,2.21
X.9.1298,0.571174,0.428826,64,7.06
X.9.1299,0.789001,0.210999,16,1.76
X2.553,0.826135,0.173865,4,0.44
X.9.1300,0.916774,0.083226,132,14.55
X.9.1301,0.985507,0.014493,10,1.1
X2.554,0.886971,0.113029,9,0.99
X.9.1302,0.548333,0.451667,7,0.77
X2.555,0.998897,0.001103,0,0.0
X.9.1303,0.5,0.5,50,5.51
X.9.1304,0.840045,0.159955,13,1.43
X.9.1305,0.584459,0.415541,19,2.09
X.9.1306,0.807135,0.192865,10,1.1
X2.556,0.999446,0.000554,4,0.44
X.9.1307,0.522196,0.477804,51,5.62
X2.557,0.995017,0.004983,4,0.44
X.9.1308,0.973485,0.026515,115,12.68
X2.558,0.943094,0.056906,2,0.22
X2.559,0.853819,0.146181,69,7.61
X.9.1309,0.970258,0.029742,16,1.76
X.9.1310,0.927374,0.072626,12,1.32
X2.560,0.943207,0.056793,9,0.99
X.9.1311,0.879845,0.120155,4,0.44
X1.176,0.585095,0.414905,8,0.88
X.9.1312,0.951357,0.048643,23,2.54
X2.561,0.958843,0.041157,8,0.88
X2.562,0.873467,0.126533,10,1.1
X.9.1313,0.762195,0.237805,5,0.55
X.9.1314,0.963496,0.036504,3,0.33
X2.563,0.927374,0.072626,12,1.32
X.9.1315,0.750746,0.249254,237,26.13
X.9.1316,0.762295,0.237705,785,86.55
X.9.1317,0.522297,0.477703,167,18.41
X.9.1318,0.923588,0.076412,4,0.44
X.9.1319,0.499412,0.499412,57,6.28
X.9.1320,0.760514,0.239486,51,5.62
X.9.1321,0.950838,0.049162,12,1.32
X2.564,0.981722,0.018278,59,6.5
X.9.1322,0.835762,0.164238,15,1.65
X.9.1323,0.990022,0.009978,5,0.55
X.9.1324,0.894562,0.105438,6,0.66
X.9.1325,0.993678,0.006322,37,4.08
X1.177,0.611111,0.388889,7,0.77
X.9.1326,0.919426,0.080574,1,0.11
X.9.1327,0.961878,0.038122,2,0.22
X.9.1328,0.97541,0.02459,175,19.29
X.9.1329,0.817372,0.182628,9,0.99
X1.178,0.577201,0.422799,78,8.6
X2.565,0.998339,0.001661,4,0.44
X2.566,0.911308,0.088692,5,0.55
X.9.1330,0.850721,0.149279,6,0.66
X.9.1331,0.830709,0.169291,18,1.98
X.9.1332,0.665929,0.334071,3,0.33
X.9.1333,0.6018,0.3982,18,1.98
X.9.1334,0.738069,0.261931,6,0.66
X.9.1335,0.543706,0.456294,49,5.4
X.9.1336,0.697315,0.302685,162,17.86
X.9.1337,0.929282,0.070718,2,0.22
X.9.1338,0.999424,0.000576,39,4.3
X.9.1339,0.751176,0.248824,57,6.28
X.9.1340,0.988938,0.011062,3,0.33
X.9.1341,0.847392,0.152608,6,0.66
X2.567,0.902762,0.097238,2,0.22
X.9.1342,0.925698,0.074302,12,1.32
X1.179,0.723831,0.276169,9,0.99
X.9.1343,0.794872,0.205128,10,1.1
X.9.1344,0.99944,0.00056,14,1.54
X2.568,0.843126,0.156874,5,0.55
X2.569,0.842778,0.157222,7,0.77
X.9.1345,0.589444,0.410556,7,0.77
X2.570,0.888639,0.111361,18,1.98
X2.571,0.825621,0.174379,21,2.32
X.9.1346,0.960291,0.039709,13,1.43
X.9.1347,0.935538,0.064462,15,1.65
X.9.1348,0.971207,0.028793,4,0.44
X2.572,0.605499,0.394501,16,1.76
X2.573,0.772727,0.227273,27,2.98
X.9.1349,0.770437,0.229563,14,1.54
X.9.1350,0.632956,0.367044,200,22.05
X.9.1351,0.749442,0.250558,11,1.21
X2.574,0.987457,0.012543,30,3.31
X.9.1352,0.998829,0.001171,53,5.84
X.9.1353,0.972263,0.027737,222,24.48
X.9.1354,0.788183,0.211817,10,1.1
X2.575,0.998895,0.001105,2,0.22
X.9.1355,0.513841,0.486159,40,4.41
X.9.1356,0.689597,0.310403,13,1.43
X.9.1357,0.64443,0.35557,135,14.88
X.9.1358,0.920725,0.079275,24,2.65
X.9.1359,0.608922,0.391078,44,4.85
X.9.1360,0.975,0.025,7,0.77
X2.576,0.82809,0.17191,17,1.87
X.9.1361,0.998894,0.001106,3,0.33
X.9.1362,0.999441,0.000559,13,1.43
X2.577,0.982281,0.017719,4,0.44
X2.578,0.999443,0.000557,9,0.99
X2.579,0.977373,0.022627,1,0.11
X.9.1363,0.86515,0.13485,6,0.66
X.9.1364,0.999445,0.000555,6,0.66
X.9.1365,0.602222,0.397778,7,0.77
X.9.1366,0.944009,0.055991,14,1.54
X.9.1367,0.593126,0.406874,5,0.55
X1.180,0.763027,0.236973,101,11.14
X.9.1368,0.984831,0.015169,50,5.51
X.9.1369,0.951364,0.048636,64,7.06
X2.580,0.812152,0.187848,10,1.1
X.9.1370,0.690835,0.309165,45,4.96
X.9.1371,0.538684,0.461316,41,4.52
X2.581,0.898117,0.101883,4,0.44
X2.582,0.945243,0.054757,3,0.33
X2.583,0.999448,0.000552,2,0.22
X1.181,0.641899,0.358101,12,1.32
X.9.1372,0.998295,0.001705,27,2.98
X2.584,0.644287,0.355713,58,6.39
X.9.1373,0.826111,0.173889,7,0.77
X.9.1374,0.826835,0.173165,35,3.86
X2.585,0.905704,0.094296,48,5.29
X.9.1375,0.910714,0.089286,11,1.21
X.9.1376,0.961197,0.038803,5,0.55
X.9.1377,0.8053,0.1947,39,4.3
X.9.1378,0.671021,0.328979,65,7.17
X2.586,0.864699,0.135301,9,0.99
X.9.1379,0.966777,0.033223,4,0.44
X0.23,0.501136,0.498864,27,2.98
X.9.1380,0.985566,0.014434,41,4.52
X.9.1381,0.90267,0.09733,8,0.88
X2.587,0.621622,0.378378,278,30.65
X.9.1382,0.983425,0.016575,2,0.22
X.9.1383,0.904867,0.095133,3,0.33
X.9.1384,0.75279,0.24721,11,1.21
X.9.1385,0.569677,0.430323,10,1.1
X0.24,0.568869,0.431131,14,1.54
X2.588,0.985377,0.014623,18,1.98
X2.589,0.956906,0.043094,2,0.22
X1.182,0.981748,0.018252,3,0.33
X.9.1386,0.955418,0.044582,21,2.32
X.9.1387,0.528523,0.471477,13,1.43
X2.590,0.515118,0.484882,14,1.54
X.9.1388,0.741955,0.258045,68,7.5
X.9.1389,0.863385,0.136615,3,0.33
X.9.1390,0.755011,0.244989,9,0.99
X.9.1391,0.593437,0.406563,8,0.88
X1.183,0.584746,0.415254,22,2.43
X.9.1392,0.913237,0.086763,8,0.88
X.9.1393,0.749443,0.250557,9,0.99
X1.184,0.596346,0.403654,4,0.44
X2.591,0.840883,0.159117,24,2.65
X.9.1394,0.853248,0.146752,45,4.96
X.9.1395,0.836646,0.163354,102,11.25
X.9.1396,0.865256,0.134744,9,0.99
X2.592,0.974529,0.025471,4,0.44
X2.593,0.973392,0.026608,5,0.55
X.9.1397,0.998343,0.001657,2,0.22
X.9.1398,0.690265,0.309735,3,0.33
X.9.1399,0.822511,0.177489,214,23.59
X.9.1400,0.679457,0.320543,60,6.62
X.9.1401,0.80089,0.19911,8,0.88
X.9.1402,0.991676,0.008324,6,0.66
X2.594,0.999439,0.000561,16,1.76
X2.595,0.999403,0.000597,69,7.61
X1.185,0.687148,0.312852,20,2.21
X2.596,0.958843,0.041157,8,0.88
X.9.1403,0.819396,0.180604,46,5.07
X2.597,0.741417,0.258583,4,0.44
X2.598,0.98674,0.01326,2,0.22
X.9.1404,0.664437,0.335563,10,1.1
X.9.1405,0.970852,0.029148,15,1.65
X.9.1406,0.895857,0.104143,14,1.54
X.9.1407,0.73733,0.26267,98,10.8
X2.599,0.986203,0.013797,1,0.11
X2.600,0.996692,0.003308,0,0.0
X.9.1408,0.707358,0.292642,10,1.1
X.9.1409,0.5,0.5,15,1.65
X.9.1410,0.51171,0.48829,53,5.84
X2.601,0.797701,0.202299,37,4.08
X0.25,0.743289,0.256711,13,1.43
X0.26,0.739397,0.260603,11,1.21
X.9.1411,0.971936,0.028064,34,3.75
X.9.1412,0.855322,0.144678,5,0.55
X2.602,0.861573,0.138427,4,0.44
X.9.1413,0.698188,0.301812,24,2.65
X.9.1414,0.731153,0.268847,5,0.55
X.9.1415,0.961632,0.038368,86,9.48
X2.603,0.972973,0.027027,167,18.41
X.9.1416,0.844432,0.155568,36,3.97
X.9.1417,0.813953,0.186047,4,0.44
X1.186,0.556136,0.443864,141,15.55
X.9.1418,0.904972,0.095028,2,0.22
X.9.1419,0.925721,0.074279,5,0.55
X2.604,0.753599,0.246401,4,0.44
X2.605,0.945304,0.054696,2,0.22
X.9.1420,0.827414,0.172586,6,0.66
X.9.1421,0.792655,0.207345,22,2.43
X.9.1422,0.639581,0.360419,144,15.88
X.9.1423,0.97619,0.02381,4,0.44
X.9.1424,0.851441,0.148559,5,0.55
X.9.1425,0.807068,0.192932,44,4.85
X2.606,0.999449,0.000551,0,0.0
X1.187,0.540223,0.459777,12,1.32
X.9.1426,0.997238,0.002762,2,0.22
X2.607,0.966777,0.033223,4,0.44
X.9.1427,0.899554,0.100446,11,1.21
X.9.1428,0.961395,0.038605,104,11.47
X2.608,0.998879,0.001121,15,1.65
X.9.1429,0.903167,0.096833,86,9.48
X.9.1430,0.824742,0.175258,34,3.75
X2.609,0.830135,0.169865,21,2.32
X.9.1431,0.879558,0.120442,2,0.22
X1.188,0.58287,0.41713,8,0.88
X2.610,0.955717,0.044283,15,1.65
X2.611,0.949483,0.050517,36,3.97
X.9.1432,0.947281,0.052719,6,0.66
X.9.1433,0.90144,0.09856,4,0.44
X2.612,0.961154,0.038846,6,0.66
X2.613,0.973333,0.026667,7,0.77
X2.614,0.964326,0.035674,10,1.1
X2.615,0.964961,0.035039,8,0.88
X1.189,0.800895,0.199105,13,1.43
X2.616,0.660022,0.339978,4,0.44
X2.617,0.981544,0.018456,13,1.43
X.9.1434,0.976589,0.023411,10,1.1
X.9.1435,0.977827,0.022173,5,0.55
X2.618,0.998897,0.001103,0,0.0
X2.619,0.972315,0.027685,4,0.44
X.9.1436,0.896993,0.103007,9,0.99
X.9.1437,0.91129,0.08871,39,4.3
X2.620,0.99827,0.00173,40,4.41
X1.190,0.982281,0.017719,4,0.44
X2.621,0.999415,0.000585,53,5.84
X.9.1438,0.513342,0.486658,120,13.23
X.9.1439,0.504728,0.495272,61,6.73
X2.622,0.776906,0.223094,15,1.65
X2.623,0.998337,0.001663,5,0.55
X.9.1440,0.66796,0.33204,5,0.55
X.9.1441,0.785629,0.214371,72,7.94
X.9.1442,0.767077,0.232923,14,1.54
X2.624,0.933185,0.066815,9,0.99
X.9.1443,0.908739,0.091261,3,0.33
X2.625,0.994337,0.005663,24,2.65
X.9.1444,0.604308,0.395692,25,2.76
X.9.1445,0.975138,0.024862,2,0.22
X.9.1446,0.969329,0.030671,43,4.74
X.9.1447,0.517377,0.482623,15,1.65
X2.626,0.920089,0.079911,6,0.66
X.9.1448,0.615023,0.384977,55,6.06
X2.627,0.880663,0.119337,2,0.22
X0.27,0.54273,0.45727,6,0.66
X.9.1449,0.856984,0.143016,5,0.55
X2.628,0.971098,0.028902,42,4.63
X2.629,0.937984,0.062016,4,0.44
X.9.1450,0.858333,0.141667,7,0.77
X.9.1451,0.998331,0.001669,8,0.88
X2.630,0.895556,0.104444,7,0.77
X2.631,0.519752,0.480248,21,2.32
X2.632,0.987751,0.012249,9,0.99
X.9.1452,0.988877,0.011123,8,0.88
X.9.1453,0.779755,0.220245,8,0.88
X2.633,0.999445,0.000555,6,0.66
X.9.1454,0.640071,0.359929,61,6.73
X2.634,0.618597,0.381403,9,0.99
X2.635,0.99943,0.00057,30,3.31
X.9.1455,0.942308,0.057692,75,8.27
X2.636,0.896112,0.103888,84,9.26
X.9.1456,0.89099,0.10901,8,0.88
X2.637,0.89574,0.10426,15,1.65
X.9.1457,0.98396,0.01604,3,0.33
X2.638,0.852778,0.147222,7,0.77
X.9.1458,0.956448,0.043552,23,2.54
X.9.1459,0.733889,0.266111,7,0.77
X.9.1460,0.7749,0.2251,154,16.98
X.9.1461,0.896861,0.103139,15,1.65
X2.639,0.998344,0.001656,1,0.11
X.9.1462,0.98,0.02,7,0.77
X.9.1463,0.664811,0.335189,9,0.99
X2.640,0.979513,0.020487,4,0.44
X.9.1464,0.987832,0.012168,3,0.33
X1.191,0.82153,0.17847,201,22.16
X.9.1465,0.996635,0.003365,164,18.08
X.9.1466,0.957918,0.042082,4,0.44
X.9.1467,0.610465,0.389535,47,5.18
X2.641,0.793984,0.206016,26,2.87
X.9.1468,0.96648,0.03352,12,1.32
X.9.1469,0.999435,0.000565,22,2.43
X.9.1470,0.74012,0.25988,72,7.94
X2.642,0.957825,0.042175,6,0.66
X2.643,0.981236,0.018764,1,0.11
X.9.1471,0.998883,0.001117,12,1.32
X.9.1472,0.579268,0.420732,5,0.55
X2.644,0.998891,0.001109,5,0.55
X1.192,0.535996,0.464004,18,1.98
X.9.1473,0.532967,0.467033,88,9.7
X2.645,0.724662,0.275338,19,2.09
X.9.1474,0.763369,0.236631,159,17.53
X.9.1475,0.89701,0.10299,4,0.44
X2.646,0.658145,0.341855,66,7.28
X.9.1476,0.981174,0.018826,4,0.44
X.9.1477,0.76065,0.23935,15,1.65
X2.647,0.975637,0.024363,4,0.44
X2.648,0.999448,0.000552,2,0.22
X.9.1478,0.732892,0.267108,1,0.11
X2.649,0.61427,0.38573,10,1.1
X2.650,0.931492,0.068508,2,0.22
X0.28,0.507778,0.492222,7,0.77
X.9.1479,0.876667,0.123333,7,0.77
X.9.1480,0.679299,0.320701,23,2.54
X.9.1481,0.765,0.235,7,0.77
X2.651,0.855801,0.144199,2,0.22
X.9.1482,0.999446,0.000554,5,0.55
X.9.1483,0.905,0.095,7,0.77
X2.652,0.979029,0.020971,1,0.11
X.9.1484,0.929451,0.070549,14,1.54
X.9.1485,0.972898,0.027102,3,0.33
X1.193,0.86404,0.13596,6,0.66
X.9.1486,0.608768,0.391232,6,0.66
X.9.1487,0.588137,0.411863,5,0.55
X.9.1488,0.607701,0.392299,11,1.21
X.9.1489,0.996855,0.003145,112,12.35
X2.653,0.998339,0.001661,4,0.44
X.9.1490,0.946667,0.053333,7,0.77
X.9.1491,0.985556,0.014444,7,0.77
X2.654,0.776667,0.223333,7,0.77
X.9.1492,0.941939,0.058061,20,2.21
X.9.1493,0.762304,0.237696,13,1.43
X0.29,0.779689,0.220311,6,0.66
X.9.1494,0.832962,0.167038,9,0.99
X2.655,0.999448,0.000552,2,0.22
X2.656,0.701002,0.298998,9,0.99
X2.657,0.999436,0.000564,21,2.32
X.9.1495,0.930556,0.069444,7,0.77
X2.658,0.998883,0.001117,12,1.32
X.9.1496,0.629588,0.370412,8,0.88
X2.659,0.851441,0.148559,5,0.55
X2.660,0.999448,0.000552,1,0.11
X2.661,0.966073,0.033927,8,0.88
X.9.1497,0.983778,0.016222,44,4.85
X2.662,0.909292,0.090708,3,0.33
X.9.1498,0.998888,0.001112,8,0.88
X2.663,0.93459,0.06541,5,0.55
X.9.1499,0.717241,0.282759,182,20.07
X.9.1500,0.544444,0.455556,7,0.77
X.9.1501,0.972808,0.027192,6,0.66
X.9.1502,0.897392,0.102608,25,2.76
X.9.1503,0.596829,0.403171,24,2.65
X2.664,0.535795,0.464205,27,2.98
X2.665,0.986173,0.013827,3,0.33
X2.666,0.735261,0.264739,8,0.88
X.9.1504,0.745087,0.254913,42,4.63
X.9.1505,0.966741,0.033259,5,0.55
X.9.1506,0.819599,0.180401,9,0.99
X.9.1507,0.77303,0.22697,6,0.66
X1.194,0.829241,0.170759,11,1.21
X.9.1508,0.997188,0.002812,18,1.98
X.9.1509,0.955,0.045,7,0.77
X.9.1510,0.720023,0.279977,23,2.54
X2.667,0.943396,0.056604,6,0.66
X.9.1511,0.964286,0.035714,11,1.21
X.9.1512,0.571669,0.428331,14,1.54
X.9.1513,0.846847,0.153153,19,2.09
X.9.1514,0.740513,0.259487,11,1.21
X.9.1515,0.874723,0.125277,5,0.55
X.9.1516,0.918448,0.081552,18,1.98
X.9.1517,0.99941,0.00059,60,6.62
X.9.1518,0.969512,0.030488,5,0.55
X2.668,0.734773,0.265227,4,0.44
X.9.1519,0.709884,0.290116,128,14.11
X1.195,0.850187,0.149813,106,11.69
X2.669,0.796358,0.203642,1,0.11
X.9.1520,0.947471,0.052529,136,14.99
X.9.1521,0.864191,0.135809,5,0.55
X.9.1522,0.825028,0.174972,4,0.44
X2.670,0.986203,0.013797,1,0.11
X.9.1523,0.999408,0.000592,63,6.95
X.9.1524,0.934035,0.065965,5,0.55
X.9.1525,0.929458,0.070542,21,2.32
X2.671,0.999448,0.000552,2,0.22
X1.196,0.80897,0.19103,4,0.44
X2.672,0.938889,0.061111,457,50.39
X2.673,0.836102,0.163898,4,0.44
X1.197,0.686667,0.313333,7,0.77
X2.674,0.909598,0.090402,11,1.21
X0.30,0.536789,0.463211,10,1.1
X2.675,0.998893,0.001107,4,0.44
X.9.1526,0.636098,0.363902,51,5.62
X.9.1527,0.766366,0.233634,21,2.32
X.9.1528,0.989796,0.010204,25,2.76
X.9.1529,0.507398,0.492602,96,10.58
X.9.1530,0.927697,0.072303,8,0.88
X2.676,0.999447,0.000553,3,0.33
X.9.1531,0.950665,0.049335,5,0.55
X.9.1532,0.606312,0.393688,4,0.44
X2.677,0.997783,0.002217,5,0.55
X.9.1533,0.905629,0.094371,1,0.11
X.9.1534,0.5,0.5,18,1.98
X.9.1535,0.986637,0.013363,9,0.99
X.9.1536,0.677844,0.322156,72,7.94
X.9.1537,0.68525,0.31475,46,5.07
X2.678,0.697882,0.302118,10,1.1
X.9.1538,0.963374,0.036626,6,0.66
X.9.1539,0.867531,0.132469,20,2.21
X.9.1540,0.575226,0.424774,23,2.54
X.9.1541,0.934389,0.065611,23,2.54
X2.679,0.980984,0.019016,13,1.43
X.9.1542,0.987307,0.012693,1,0.11
X.9.1543,0.943031,0.056969,3,0.33
X.9.1544,0.971014,0.028986,10,1.1
X.9.1545,0.714448,0.285552,28,3.09
X.9.1546,0.525153,0.474847,92,10.14
X1.198,0.926357,0.073643,4,0.44
X2.680,0.901105,0.098895,2,0.22
X.9.1547,0.920904,0.079096,22,2.43
X.9.1548,0.991685,0.008315,5,0.55
X.9.1549,0.953846,0.046154,62,6.84
X.9.1550,0.987472,0.012528,29,3.2
X2.681,0.980403,0.019597,14,1.54
X.9.1551,0.711173,0.288827,12,1.32
X2.682,0.832963,0.167037,6,0.66
X.9.1552,0.604612,0.395388,18,1.98
X.9.1553,0.885218,0.114782,14,1.54
X.9.1554,0.51436,0.48564,141,15.55
X.9.1555,0.743604,0.256396,8,0.88
X.9.1556,0.668269,0.331731,283,31.2
X.9.1557,0.954444,0.045556,7,0.77
X2.683,0.99779,0.00221,2,0.22
X.9.1558,0.77765,0.22235,39,4.3
X.9.1559,0.710393,0.289607,118,13.01
X.9.1560,0.766667,0.233333,37,4.08
X2.684,0.97351,0.02649,1,0.11
X.9.1561,0.905587,0.094413,12,1.32
X2.685,0.948619,0.051381,2,0.22
X2.686,0.889391,0.110609,21,2.32
X2.687,0.856226,0.143774,128,14.11
X.9.1562,0.940931,0.059069,69,7.61
X2.688,0.903695,0.096305,14,1.54
X1.199,0.969512,0.030488,5,0.55
X.9.1563,0.963293,0.036707,8,0.88
X.9.1564,0.998335,0.001665,6,0.66
X.9.1565,0.715,0.285,7,0.77
X2.689,0.999326,0.000674,165,18.19
X.9.1566,0.514428,0.485572,6,0.66
X1.200,0.652439,0.347561,5,0.55
X2.690,0.978889,0.021111,7,0.77
X.9.1567,0.942968,0.057032,4,0.44
X.9.1568,0.982854,0.017146,3,0.33
X.9.1569,0.889381,0.110619,3,0.33
X.9.1570,0.937923,0.062077,21,2.32
X2.691,0.940544,0.059456,24,2.65
X1.201,0.561598,0.438402,6,0.66
X.9.1571,0.999447,0.000553,3,0.33
X.9.1572,0.965076,0.034924,48,5.29
X.9.1573,0.98369,0.01631,18,1.98
X.9.1574,0.865854,0.134146,5,0.55
X.9.1575,0.994972,0.005028,12,1.32
X.9.1576,0.781461,0.218539,17,1.87
X2.692,0.65729,0.34271,36,3.97
X1.202,0.94579,0.05421,40,4.41
X.9.1577,0.885,0.115,7,0.77
X.9.1578,0.988914,0.011086,5,0.55
X1.203,0.706647,0.293353,215,23.7
X.9.1579,0.924859,0.075141,22,2.43
X2.693,0.837066,0.162934,14,1.54
X.9.1580,0.503601,0.496399,74,8.16
X2.694,0.882908,0.117092,6,0.66
X2.695,0.980247,0.019753,97,10.69
X2.696,0.876667,0.123333,7,0.77
X.9.1581,0.643174,0.356826,6,0.66
X.9.1582,0.653015,0.346985,28,3.09
X.9.1583,0.966741,0.033259,5,0.55
X.9.1584,0.957825,0.042175,6,0.66
X.9.1585,0.781808,0.218192,11,1.21
X.9.1586,0.991898,0.008102,43,4.74
X2.697,0.931188,0.068812,6,0.66
X2.698,0.998716,0.001284,128,14.11
X.9.1587,0.6596,0.3404,58,6.39
X2.699,0.977146,0.022854,10,1.1
X2.700,0.985346,0.014654,54,5.95
X1.204,0.972808,0.027192,6,0.66
X.9.1588,0.662971,0.337029,5,0.55
X2.701,0.964646,0.035354,16,1.76
X.9.1589,0.865106,0.134894,10,1.1
X.9.1590,0.947894,0.052106,5,0.55
X1.205,0.816338,0.183662,44,4.85
X.9.1591,0.684795,0.315205,6,0.66
X.9.1592,0.902015,0.097985,361,39.8
X1.206,0.67933,0.32067,12,1.32
X0.31,0.600671,0.399329,13,1.43
X.9.1593,0.959505,0.040495,18,1.98
X.9.1594,0.967295,0.032705,5,0.55
X1.207,0.983925,0.016075,5,0.55
X.9.1595,0.999447,0.000553,3,0.33
X1.208,0.687573,0.312427,54,5.95
X.9.1596,0.895349,0.104651,4,0.44
X2.702,0.987818,0.012182,4,0.44
X2.703,0.947105,0.052895,9,0.99
X2.704,0.98011,0.01989,2,0.22
X.9.1597,0.706935,0.293065,13,1.43
X2.705,0.920732,0.079268,5,0.55
X.9.1598,0.999448,0.000552,1,0.11
X2.706,0.977143,0.022857,32,3.53
X.9.1599,0.637569,0.362431,2,0.22
X2.707,0.99944,0.00056,14,1.54
X.9.1600,0.989876,0.010124,18,1.98
X.9.1601,0.944965,0.055035,53,5.84
X.9.1602,0.931844,0.068156,12,1.32
X2.708,0.999439,0.000561,15,1.65
X2.709,0.968404,0.031596,5,0.55
X2.710,0.981768,0.018232,2,0.22
X.9.1603,0.991954,0.008046,37,4.08
X.9.1604,0.68459,0.31541,5,0.55
X2.711,0.998324,0.001676,12,1.32
